accession	name in vcf	include in map	include in network	include in admixture	admixture_expanded	big_admix?	selection scan pop	admix pop	network color	population	population	latitude	longitude	ploidy_man_curated	nquire ploidy	proportion_het%_to_NT1	Number_S_haplogroups	Species_fin	source	source_type	snps (2n)	collector, comments	admix	twisst Siberia	selection_test	est-sfs	demographic modeling pops	file to upload	ENA accession				
PU_6.4-2	PU_6.4-2_4n	yes	yes	no	no	yes	PUWS_4n	PU13	pink	EE_4n	Northern_Ural_4n	67.02145	65.13496	4	4	0,69	4	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_4n		PUWS_4n	PUT	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/PU_6.4-2_1.fq.gz	ERS18382964				
PU_6.5-1	PU_6.5-1_4n	yes	yes	yes	yes	yes	PUWS_4n	PU6	pink	EE_4n	Northern_Ural_4n	67.02145	65.13496	4	4	0,71	3	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_4n		PUWS_4n	PUT	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/PU_6.5-1_1.fq.gz	ERS18382965				
PU_6.5-2_4n	PU_6.5-2_4n	yes	yes	no	no	yes	PUWS_4n	PU11	pink	EE_4n	Northern_Ural_4n	67.02145	65.13496	4	4	0,70	4	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_4n		PUWS_4n	PUT	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/PU_6.5-2_1.fq.gz	ERS18382966				
PU_6.6-1	PU_6.6-1_4n	yes	yes	no	no	yes	PUWS_4n	PU20	pink	EE_4n	Northern_Ural_4n	67.02145	65.13496	4	4	0,57	3	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_4n		PUWS_4n	PUT	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/PU_6.6-1_1.fq.gz	ERS18382967				
PU_6.6-2	PU_6.6-2_4n	yes	yes	no	no	yes	PUWS_4n	PU17	pink	EE_4n	Northern_Ural_4n	67.02145	65.13496	4	4	0,66	3	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_4n		PUWS_4n	PUT	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/PU_6.6-2_1.fq.gz	ERS18382968				
PU_6.7-1	PU_6.7-1_4n	yes	yes	no	no	yes	PUWS_4n	PU15	pink	EE_4n	Northern_Ural_4n	67.02145	65.13496	4	4	0,69	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_4n		PUWS_4n	PUT	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/PU_6.7-1_1.fq.gz	ERS18382969				
PU_6.7-2	PU_6.7-2_4n	yes	yes	yes	yes	yes	PUWS_4n	PU6	pink	EE_4n	Northern_Ural_4n	67.02145	65.13496	4	4	0,69	3	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_4n		PUWS_4n	PUT	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/PU_6.7-2_1.fq.gz	ERS18382970				
PU_6.8-1	PU_6.8-1_4n	yes	yes	no	no	yes	PUWS_4n	PU16	pink	EE_4n	Northern_Ural_4n	67.02145	65.13496	4	4	0,67	3	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_4n		PUWS_4n	PUT	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/PU_6.8-1_1.fq.gz	ERS18382971				
PU_6.8-2	PU_6.8-2_4n	yes	yes	no	no	yes	PUWS_4n	PU9	pink	EE_4n	Northern_Ural_4n	67.02145	65.13496	4	4	0,71	3	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_4n		PUWS_4n	PUT	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/PU_6.8-2_1.fq.gz	ERS18382972				
PU_6mix-1	PU_6mix-1_4n	yes	yes	no	no	yes	PUWS_4n	PU8	pink	EE_4n	Northern_Ural_4n	67.02145	65.13496	4	4	0,72	4	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_4n		PUWS_4n	PUT	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/PU_6mix-1_1.fq.gz	ERS18382973				
PU_6mix-2	PU_6mix-2_4n	yes	yes	no	no	yes	PUWS_4n	PU10	pink	EE_4n	Northern_Ural_4n	67.02145	65.13496	4	4	0,70	3	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_4n		PUWS_4n	PUT	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/PU_6mix-2_1.fq.gz	ERS18382974				
PU_7.1-1	PU_7.1-1_4n	yes	yes	yes	yes	yes	PUWS_4n	PU7	pink	EE_4n	Northern_Ural_4n	67.00682	65.08945	4	4	0,70	4	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_4n		PUWS_4n	PUT	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/PU_7.1-1_1.fq.gz	ERS18382975				
PU_7.1-2	PU_7.1-2_4n	yes	yes	no	no	yes	PUWS_4n	PU7	pink	EE_4n	Northern_Ural_4n	67.00682	65.08945	4	4	0,69	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_4n		PUWS_4n	PUT	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/PU_7.1-2_1.fq.gz	ERS18382976				
PU_7.2-1	PU_7.2-1_4n	yes	yes	no	no	yes	PUWS_4n	PU7	pink	EE_4n	Northern_Ural_4n	67.00682	65.08945	4	4	0,71	2	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_4n		PUWS_4n	PUT	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/PU_7.2-1_1.fq.gz	ERS18382977				
PU_7.2-2	PU_7.2-2_4n	yes	yes	yes	yes	yes	PUWS_4n	PU7	pink	EE_4n	Northern_Ural_4n	67.00682	65.08945	4	4	0,59	1	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_4n		PUWS_4n	PUT	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/PU_7.2-2_1.fq.gz	ERS18382978				
PU_7mix-1	PU_7mix-1_4n	yes	yes	yes	yes	yes	PUWS_4n	PU7	pink	EE_4n	Northern_Ural_4n	67.00682	65.08945	4	4	0,57	3	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_4n		PUWS_4n	PUT	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/PU_7mix-1_1.fq.gz	ERS18382979				
PU_7mix-2	PU_7mix-2_4n	yes	yes	no	no	yes	PUWS_4n	PU7	pink	EE_4n	Northern_Ural_4n	67.00682	65.08945	4	4	0,70	4	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_4n		PUWS_4n	PUT	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/PU_7mix-2_1.fq.gz	ERS18382980				
SRR2040769	SRR2040769	yes	yes	no	no	yes		SRR2040769		NA_2n	North_America_2n	63.1	-69.72	2	3	0,10	1	A. lyrata	Novikova et al. 2016	published	done		y						SRR2040769				
SRR2040770	SRR2040770	yes	yes	no	no	yes		SRR2040770		NA_2n	North_America_2n	56.54	-79.22	2	2	0,12	1	A. lyrata	Novikova et al. 2016	published	done		y						SRR2040770				
SRR2040775	SRR2040775	no	yes	no	no				exclude	ceb	A. cebenensis							A. cebenensis	Novikova et al. 2016	published				outgroup		outgroup2			SRR2040775				
SRR2040776	SRR2040776	no	yes	no	no				exclude	ceb	A. cebenensis							A. cebenensis	Novikova et al. 2016	published				outgroup		outgroup2			SRR2040776				
SRR2040777	SRR2040777	no	yes	no	no				exclude	ceb	A. cebenensis							A. cebenensis	Novikova et al. 2016	published				outgroup		outgroup2			SRR2040777				
SRR2040788	SRR2040788	no	yes	no	no	yes		SRR2040788		NA_2n	North_America_2n	42.26	-81.84	2	2	0,11	1	A. lyrata	Novikova et al. 2016	published	done		y						SRR2040788				
SRR2040789	SRR2040789	no	yes	no	no	yes		SRR2040789		NA_2n	North_America_2n	43.25	-81.85	2	2	0,15	2	A. lyrata	Novikova et al. 2016	published	done		y						SRR2040789				
SRR2040790	SRR2040790	yes	yes	no	yes	yes		SRR2040790		Germany_2n	Central_Europe_2n	49.62	11.51	2	2	0,35	2	A. lyrata	Novikova et al. 2016	published	done		y						SRR2040790				
SRR2040791	SRR2040791	yes	yes	no	yes	yes		SRR2040791		Chechia_2n	Central_Europe_2n	49.11	16.3	2	2	0,35	2	A. lyrata	Novikova et al. 2016	published	done		y						SRR2040791				
SRR2040793	SRR2040793	yes	yes	no	yes	yes		SRR2040793		UKScandinavia_2n	Scandinavia_UK_2n	57	-3.11	2	2	0,29	2	A. lyrata	Novikova et al. 2016	published	done		y						SRR2040793				
SRR2040794	SRR2040794	yes	yes	no	yes	yes		SRR2040794		UKScandinavia_2n	Scandinavia_UK_2n	56.4	-4.81	2	3	0,42	2	A. lyrata	Novikova et al. 2016	published	done		y						SRR2040794				
SRR2040795	SRR2040795	yes	yes	yes	yes	yes		SRR2040795	karelia	Karelia_2n	Karelia_2n	62.9	34.41	2	2	0,22	1	A. lyrata	Novikova et al. 2016	published	done		y						SRR2040795				
SRR2040796	SRR2040796	yes	no	no	no				exclude	exclude	exclude	62.9	34.41	unsure	2	0,25	3	A. lyrata	Novikova et al. 2016	published	done		y						SRR2040796				
SRR2040797	SRR2040797	yes	yes	no	yes	yes		SRR2040797		Austria_2n	Central_Europe_2n	47.91	15.97	2	2	0,37	1	A. lyrata	Novikova et al. 2016	published	done		y						SRR2040797				
SRR2040798	SRR2040798	yes	yes	no	yes	yes		SRR2040798		Chechia_2n	Central_Europe_2n	49.73	12.99	2	2	0,27	2	A. lyrata	Novikova et al. 2016	published	done		y						SRR2040798				
SRR2040804	SRR2040804	yes	yes	yes	yes	yes	CESiberia_2n	SRR2040804		CESiberia_2n	East_Siberia_2n	71.04	127.52	2	2	0,29	2	A. lyrata	Novikova et al. 2016	published	done		y				CED		SRR2040804				
SRR2040805	SRR2040805_4n	yes	yes	yes	yes	yes	PUWS_4n	SRR2040805_4n		EE_4n	Northern_Ural_4n	66.9	58.55	4	4	0,51	4	A. lyrata	Novikova et al. 2016	published	done		y				PUT		SRR2040805				
SRR2040806	SRR2040806	yes	yes	no	no	yes		SRR2040806	selfer	selfer	East_Siberia_SC	68.8	160.3	2	4	0,03	1	A. lyrata	Novikova et al. 2016	published	done		y						SRR2040806				
SRR2040826	SRR2040826_4n	yes	yes	no	yes	yes		SRR2040826		Central_Europe_4n	Central_Europe_4n	48.07	16.26	4	4	0,64	1	A. lyrata	Novikova et al. 2016	published			y						SRR2040826				
SRR2040827	SRR2040827_4n	yes	yes	no	yes	yes		SRR2040827		Central_Europe_4n	Central_Europe_4n	47.98	15.56	4	4	0,90	1	A. lyrata	Novikova et al. 2016	published			y						SRR2040827				
SRR2040828	SRR2040828_4n	yes	yes	no	yes	yes		SRR2040828		Central_Europe_4n	Central_Europe_4n	48.23	15.34	4	4	0,85	3	A. lyrata	Novikova et al. 2016	published			y						SRR2040828				
SRR2040830	SRR2040830_4n	yes	yes	no	yes	yes		SRR2040830		Central_Europe_4n	Central_Europe_4n	48.39	15.48	4	4	0,72	3	A. lyrata	Novikova et al. 2016	published			y						SRR2040830				
SRR3111439	SRR3111439	yes	yes	no	yes	yes		SRR3111439		Germany_2n	Central_Europe_2n	49.75	11.42	2	2	0,31	2	A. lyrata	Novikova et al. 2016	published			y						SRR3111439				
SRR3111440	SRR3111440	yes	yes	no	yes	yes		SRR2040797		Austria_2n	Central_Europe_2n	47.91	15.97	2	2	0,30	2	A. lyrata	Novikova et al. 2016	published			y						SRR3111440				
SRR3111441	SRR3111441	yes	yes	no	yes	yes		SRR3111441		Austria_2n	Central_Europe_2n	47.97	16.16	2	2	0,35	2	A. lyrata	Novikova et al. 2016	published			y						SRR3111441				
SRR3111442	SRR3111442	yes	yes	no	yes	yes		SRR2040791		Chechia_2n	Central_Europe_2n	49.11	16.3	2	2	0,24	2	A. lyrata	Novikova et al. 2016	published	done		y						SRR3111442				
SRR3111443	SRR3111443	yes	yes	no	yes	yes		SRR3111443		Chechia_2n	Central_Europe_2n	50.06	14.07	2	2	0,28	2	A. lyrata	Novikova et al. 2016	published			y						SRR3111443				
SRR3111448	SRR3111448_4n	yes	yes	no	yes	yes		SRR3111448		Chechia_4n	Central_Europe_4n	49.08	16.33	4	4	0,53	3	A. lyrata	Novikova et al. 2016	published			y						SRR3111448				
SRR5124974	SRR5124974	yes	yes	yes	yes	yes		SRR5124974	karelia	Karelia_2n	Karelia_2n	62.9166667	34.41666667	2	2	0,24	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124974				
SRR5124975	SRR5124975	yes	yes	no	yes	yes		SRR5124975		Germany_2n	Central_Europe_2n	49.65	11.48333333	2	2	0,37	1	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124975				
SRR5124976	SRR5124976	yes	yes	no	yes	yes		SRR5124988		UKScandinavia_2n	Scandinavia_UK_2n	57.5033	-6.1975	2	2	0,36	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124976				
SRR5124977	SRR5124977	yes	yes	no	yes	yes		SRR5124977		UKScandinavia_2n	Scandinavia_UK_2n	61.6333333	8.4	2	2	0,31	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124977				
SRR5124978	SRR5124978	yes	yes	no	yes	yes		SRR5124978		UKScandinavia_2n	Scandinavia_UK_2n	63.2166667	18.95	2	2	0,32	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124978				
SRR5124979	SRR5124979	no	yes	no	no					NA_2n	North_America_2n	36.4166667	-79.9666667	2	2	0,21	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124979				
SRR5124980	SRR5124980	yes	yes	yes	yes	yes		SRR5124980	karelia	Karelia_2n	Karelia_2n	62.9166667	34.41666667	2	2	0,24	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124980				
SRR5124981	SRR5124981	no	yes	no	no					NA_2n	North_America_2n	36.4166667	-79.9666667	2	2	0,20	1	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124981				
SRR5124982	SRR5124982	yes	yes	no	yes	yes		SRR5124978		UKScandinavia_2n	Scandinavia_UK_2n	63.2166667	18.95	2	2	0,25	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124982				
SRR5124983	SRR5124983	yes	yes	no	yes	yes		SRR5124977		UKScandinavia_2n	Scandinavia_UK_2n	61.6333333	8.4	2	2	0,28	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124983				
SRR5124984	SRR5124984	yes	yes	no	yes	yes		SRR5124975		Germany_2n	Central_Europe_2n	49.65	11.48333333	2	2	0,31	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124984				
SRR5124985	SRR5124985	yes	yes	no	yes	yes		SRR5124977		UKScandinavia_2n	Scandinavia_UK_2n	61.6333333	8.4	2	2	0,26	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124985				
SRR5124986	SRR5124986	yes	yes	no	yes	yes		SRR5124975		Germany_2n	Central_Europe_2n	49.65	11.48333333	2	2	0,36	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124986				
SRR5124987	SRR5124987	yes	yes	no	yes	yes		SRR5124978		UKScandinavia_2n	Scandinavia_UK_2n	63.2166667	18.95	2	2	0,30	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124987				
SRR5124988	SRR5124988	yes	yes	no	yes	yes		SRR5124988		UKScandinavia_2n	Scandinavia_UK_2n	57.5033	-6.1975	2	2	0,37	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124988				
SRR5124989	SRR5124989	yes	yes	no	yes	yes		SRR5124975		Germany_2n	Central_Europe_2n	49.65	11.48333333	2	2	0,35	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124989				
SRR5124990	SRR5124990	yes	yes	no	yes	yes		SRR5124975		Germany_2n	Central_Europe_2n	49.65	11.48333333	2	2	0,33	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124990				
SRR5124991	SRR5124991	no	yes	no	no	yes		SRR5124994		NA_2n	North_America_2n	36.4166667	-79.9666667	2	2	0,14	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124991				
SRR5124992	SRR5124992	no	yes	no	no	yes		SRR5124994		NA_2n	North_America_2n	36.4166667	-79.9666667	2	2	0,17	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124992				
SRR5124993	SRR5124993	yes	yes	yes	yes	yes		SRR5124993	karelia	Karelia_2n	Karelia_2n	62.9166667	34.41666667	2	2	0,21	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124993				
SRR5124994	SRR5124994	yes	yes	no	yes	yes		SRR5124994		NA_2n	North_America_2n	36.4166667	-79.9666667	2	2	0,20	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124994				
SRR5124995	SRR5124995	yes	yes	no	yes	yes		SRR5124978		UKScandinavia_2n	Scandinavia_UK_2n	63.2166667	18.95	2	2	0,24	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124995				
SRR5124996	SRR5124996	yes	yes	no	yes	yes		SRR5124978		UKScandinavia_2n	Scandinavia_UK_2n	63.2166667	18.95	2	2	0,29	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124996				
SRR5124997	SRR5124997	yes	yes	no	yes	yes		SRR5124977		UKScandinavia_2n	Scandinavia_UK_2n	61.6333333	8.4	2	2	0,30	1	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124997				
SRR5124998	SRR5124998	yes	yes	no	yes	yes		SRR5124977		UKScandinavia_2n	Scandinavia_UK_2n	61.6333333	8.4	2	2	0,30	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124998				
SRR5124999	SRR5124999	yes	yes	no	yes	yes		SRR5124977		UKScandinavia_2n	Scandinavia_UK_2n	61.6333333	8.4	2	2	0,27	1	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5124999				
SRR5125000	SRR5125000	no	yes	no	no	no				NA_2n	North_America_2n	36.4166667	-79.9666667	2	2	0,19	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5125000				
SRR5125001	SRR5125001	yes	yes	yes	yes	yes		SRR5125001	karelia	Karelia_2n	Karelia_2n	62.9166667	34.41666667	2	2	0,21	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5125001				
SRR5125002	SRR5125002	yes	yes	no	yes	yes		SRR5124978		UKScandinavia_2n	Scandinavia_UK_2n	63.2166667	18.95	2	2	0,30	2	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5125002				
SRR5125003	SRR5125003	yes	yes	no	yes	yes		SRR5124975		Germany_2n	Central_Europe_2n	49.65	11.48333333	2	2	0,30	1	A. lyrata	Mattila et al, 2017	published	cohort3		y						SRR5125003				
SRR7119523	SRR7119523	yes	yes	no	yes	yes		SRR7119526		UKScandinavia_2n	Scandinavia_UK_2n	62.66	8.62	2	2	0,29	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119523				
SRR7119524	SRR7119524	yes	yes	no	yes	yes		SRR7119526		UKScandinavia_2n	Scandinavia_UK_2n	62.66	8.62	2	2	0,31	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119524				
SRR7119525	SRR7119525	yes	yes	no	yes	yes		SRR7119526		UKScandinavia_2n	Scandinavia_UK_2n	62.66	8.62	2	2	0,30	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119525				
SRR7119526	SRR7119526	yes	yes	no	yes	yes		SRR7119526		UKScandinavia_2n	Scandinavia_UK_2n	62.66	8.62	2	2	0,31	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119526				
SRR7119527	SRR7119527	yes	yes	no	yes	yes		SRR7119527		UKScandinavia_2n	Scandinavia_UK_2n	62.44	8.9	2	2	0,35	1	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119527				
SRR7119528	SRR7119528	yes	yes	no	yes	yes		SRR7119527		UKScandinavia_2n	Scandinavia_UK_2n	62.44	8.9	2	4	0,21	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119528				
SRR7119529	SRR7119529	yes	yes	no	yes	yes		SRR7119527		UKScandinavia_2n	Scandinavia_UK_2n	62.44	8.9	2	2	0,22	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119529				
SRR7119530	SRR7119530	yes	yes	no	yes	yes		SRR7119527		UKScandinavia_2n	Scandinavia_UK_2n	62.44	8.9	2	2	0,25	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119530				
SRR7119531	SRR7119531	yes	yes	no	yes	yes		SRR7119527		UKScandinavia_2n	Scandinavia_UK_2n	62.44	8.9	2	2	0,26	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119531				
SRR7119532	SRR7119532	yes	yes	no	yes	yes		SRR7119545		UKScandinavia_2n	Scandinavia_UK_2n	61.62	8.4	2	2	0,29	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119532				
SRR7119533	SRR7119533	yes	yes	no	yes	yes		SRR7119539		UKScandinavia_2n	Scandinavia_UK_2n	61.84	8.57	2	2	0,30	1	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119533				
SRR7119534	SRR7119534	yes	yes	no	yes	yes		SRR7119539		UKScandinavia_2n	Scandinavia_UK_2n	61.84	8.57	2	2	0,29	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119534				
SRR7119535	SRR7119535	yes	yes	no	yes	yes		SRR7119539		UKScandinavia_2n	Scandinavia_UK_2n	61.84	8.57	2	2	0,30	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119535				
SRR7119536	SRR7119536	yes	yes	no	yes	yes		SRR7119539		UKScandinavia_2n	Scandinavia_UK_2n	61.84	8.57	2	2	0,29	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119536				
SRR7119537	SRR7119537	yes	yes	no	yes	yes		SRR7119539		UKScandinavia_2n	Scandinavia_UK_2n	61.84	8.57	2	2	0,30	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119537				
SRR7119539	SRR7119539	yes	yes	no	yes	yes		SRR7119539		UKScandinavia_2n	Scandinavia_UK_2n	61.84	8.57	2	3	0,33	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119539				
SRR7119540	SRR7119540	yes	yes	no	yes	yes		SRR7119539		UKScandinavia_2n	Scandinavia_UK_2n	61.84	8.57	2	2	0,29	1	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119540				
SRR7119541	SRR7119541	yes	yes	no	yes	yes		SRR7119539		UKScandinavia_2n	Scandinavia_UK_2n	61.84	8.57	2	2	0,25	1	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119541				
SRR7119542	SRR7119542	yes	yes	no	yes	yes		SRR7119526		UKScandinavia_2n	Scandinavia_UK_2n	62.66	8.62	2	2	0,30	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119542				
SRR7119543	SRR7119543	yes	yes	no	yes	yes		SRR7119545		UKScandinavia_2n	Scandinavia_UK_2n	61.62	8.4	2	2	0,28	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119543				
SRR7119544	SRR7119544	yes	yes	no	yes	yes		SRR7119545		UKScandinavia_2n	Scandinavia_UK_2n	61.62	8.4	2	2	0,24	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119544				
SRR7119545	SRR7119545	yes	yes	no	yes	yes		SRR7119545		UKScandinavia_2n	Scandinavia_UK_2n	61.62	8.4	2	2	0,30	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119545				
SRR7119546	SRR7119546	yes	yes	no	yes	yes		SRR7119545		UKScandinavia_2n	Scandinavia_UK_2n	61.62	8.4	2	2	0,27	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119546				
SRR7119547	SRR7119547	yes	yes	no	yes	yes		SRR7119545		UKScandinavia_2n	Scandinavia_UK_2n	61.62	8.4	2	2	0,29	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119547				
SRR7119548	SRR7119548	yes	yes	no	yes	yes		SRR7119545		UKScandinavia_2n	Scandinavia_UK_2n	61.62	8.4	2	2	0,29	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR7119548				
SRR9319641	SRR9319641	yes	yes	no	yes	yes		SRR9319648		UKScandinavia_2n	Scandinavia_UK_2n	62.74	9.3	2	2	0,30	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR9319641				
SRR9319642	SRR9319642	yes	yes	no	yes	yes		SRR9319648		UKScandinavia_2n	Scandinavia_UK_2n	62.74	9.3	2	2	0,28	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR9319642				
SRR9319643	SRR9319643	yes	yes	no	yes	yes		SRR9319648		UKScandinavia_2n	Scandinavia_UK_2n	62.74	9.3	2	2	0,28	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR9319643				
SRR9319644	SRR9319644	yes	yes	no	yes	yes		SRR9319648		UKScandinavia_2n	Scandinavia_UK_2n	62.74	9.3	2	2	0,29	2	A. lyrata	Hämälä et al, 2017	published	cohort5		n						SRR9319644				
SRR9319645	SRR9319645	yes	yes	no	yes	yes		SRR9319648		UKScandinavia_2n	Scandinavia_UK_2n	62.74	9.3	2	2	0,30	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR9319645				
SRR9319646	SRR9319646	yes	yes	no	yes	yes		SRR9319648		UKScandinavia_2n	Scandinavia_UK_2n	62.74	9.3	2	2	0,30	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR9319646				
SRR9319647	SRR9319647	yes	yes	no	yes	yes		SRR9319648		UKScandinavia_2n	Scandinavia_UK_2n	62.74	9.3	2	2	0,29	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR9319647				
SRR9319648	SRR9319648	yes	yes	no	yes	yes		SRR9319648		UKScandinavia_2n	Scandinavia_UK_2n	62.74	9.3	2	2	0,32	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR9319648				
SRR9319649	SRR9319649	yes	yes	no	yes	yes		SRR9319648		UKScandinavia_2n	Scandinavia_UK_2n	62.74	9.3	2	2	0,28	2	A. lyrata	Hämälä et al, 2017	published	cohort5		y						SRR9319649				
TE_10.1-1	TE_10.1-1	yes	yes	no	no	yes	LE_2n	TE10	blue	WS_2n	West_Siberia_2n	68.91428	77.66211	2	2	0,37	1	A. lyrata		seeds		Nikita Tikhomirov, Uliana Kolesnikova		PUWS_2n			PUD	/biodata/dep_mercier/grp_novikova/A.Lyrata/lyrata_raw_data_February2022/renamed/TE_10.1-1_1.fq.gz	ERS18382981				
